year4,sampledate,boats_up,boats_down,total_boats,lockings,remarks
1979,1979-09-25,11,11,22,18,
1979,1979-09-26,15,15,30,21,
1979,1979-09-27,18,18,36,19,
1979,1979-09-28,17,14,31,22,
1979,1979-09-29,46,43,89,42,
1979,1979-09-30,114,115,229,38,
1979,1979-10-01,2,2,4,4,
1979,1979-10-02,2,1,3,3,
1979,1979-10-03,1,1,2,2,
1979,1979-10-04,0,0,0,0,
1979,1979-10-05,3,3,6,5,
1979,1979-10-06,0,0,0,0,
1979,1979-10-07,19,25,44,18,
1979,1979-10-08,3,2,5,5,
1979,1979-10-09,0,0,0,0,
1979,1979-10-10,1,1,2,2,
1979,1979-10-11,0,0,0,0,
1979,1979-10-12,0,0,0,0,
1979,1979-10-13,3,1,4,4,
1979,1979-10-14,7,7,14,12,
1979,1979-10-15,3,3,6,6,
1979,1979-10-16,3,2,5,5,
1979,1979-10-17,2,2,4,4,
1979,1979-10-18,0,0,0,0,
1979,1979-10-19,1,1,2,2,
1979,1979-10-20,6,5,11,11,
1979,1979-10-21,25,26,51,33,
1979,1979-10-22,0,0,0,0,
1979,1979-10-23,0,0,0,0,
1979,1979-10-24,0,0,0,0,
1979,1979-10-25,0,0,0,0,
1979,1979-10-26,1,1,2,2,
1979,1979-10-27,2,2,4,4,
1979,1979-10-28,12,12,24,14,
1980,1980-04-28,0,0,0,0,
1980,1980-04-29,1,1,2,2,
1980,1980-04-30,1,1,2,2,
1980,1980-05-01,13,13,26,29,
1980,1980-05-02,27,30,57,41,
1980,1980-05-03,162,152,314,99,
1980,1980-05-04,163,181,344,119,
1980,1980-05-05,13,14,27,25,
1980,1980-05-06,2,2,4,4,
1980,1980-05-07,0,0,0,0,
1980,1980-05-08,1,1,2,2,
1980,1980-05-09,7,6,13,13,
1980,1980-05-10,14,13,27,25,
1980,1980-05-11,28,36,64,46,
1980,1980-05-12,8,8,16,15,
1980,1980-05-13,1,1,2,2,
1980,1980-05-14,9,8,17,17,
1980,1980-05-15,7,7,14,12,
1980,1980-05-16,4,6,10,10,
1980,1980-05-17,2,2,4,4,
1980,1980-05-18,12,9,21,18,
1980,1980-05-19,14,12,26,24,
1980,1980-05-20,32,31,63,47,
1980,1980-05-21,48,49,97,62,
1980,1980-05-22,67,72,139,72,
1980,1980-05-23,57,50,107,66,
1980,1980-05-24,165,162,327,110,
1980,1980-05-25,224,218,442,69,
1980,1980-05-26,209,207,416,74,
1980,1980-05-27,25,26,51,46,
1980,1980-05-28,10,4,14,13,
1980,1980-05-29,5,8,13,9,
1980,1980-05-30,1,1,2,2,
1980,1980-05-31,113,109,222,91,
1980,1980-06-01,18,18,36,26,
1980,1980-06-02,7,5,12,11,
1980,1980-06-03,28,27,55,39,
1980,1980-06-04,18,19,37,31,
1980,1980-06-05,4,4,8,7,
1980,1980-06-06,21,17,38,34,
1980,1980-06-07,56,58,114,69,
1980,1980-06-08,19,24,43,33,
1980,1980-06-09,4,4,8,8,
1980,1980-06-10,30,29,59,48,
1980,1980-06-11,45,44,89,63,
1980,1980-06-12,35,34,69,54,
1980,1980-06-13,21,21,42,34,
1980,1980-06-14,180,184,364,93,
1980,1980-06-15,6,6,12,10,
1980,1980-06-16,36,34,70,54,
1980,1980-06-17,31,33,64,53,
1980,1980-06-18,15,16,31,27,
1980,1980-06-19,7,7,14,13,
1980,1980-06-20,79,67,146,88,
1980,1980-06-21,166,161,327,101,
1980,1980-06-22,193,211,404,90,
1980,1980-06-23,36,36,72,58,
1980,1980-06-24,76,77,153,92,
1980,1980-06-25,71,73,144,76,
1980,1980-06-26,60,62,122,77,
1980,1980-06-27,28,28,56,46,
1980,1980-06-28,180,201,381,118,
1980,1980-06-29,59,60,119,56,
1980,1980-06-30,55,51,106,73,
1980,1980-07-01,37,36,73,54,
1980,1980-07-02,67,61,128,81,
1980,1980-07-03,75,75,150,88,
1980,1980-07-04,286,277,563,92,
1980,1980-07-05,140,130,270,102,
1980,1980-07-06,209,192,401,75,
1980,1980-07-07,37,29,66,48,
1980,1980-07-08,49,52,101,75,
1980,1980-07-09,40,38,78,55,
1980,1980-07-10,90,89,179,102,
1980,1980-07-11,86,97,183,112,
1980,1980-07-12,153,136,289,119,
1980,1980-07-13,262,273,535,97,
1980,1980-07-14,18,18,36,33,
1980,1980-07-15,26,27,53,46,
1980,1980-07-16,32,32,64,39,
1980,1980-07-17,71,64,135,86,
1980,1980-07-18,24,24,48,40,
1980,1980-07-19,165,148,313,112,
1980,1980-07-20,139,151,290,69,
1980,1980-07-21,22,22,44,35,
1980,1980-07-22,24,23,47,41,
1980,1980-07-23,64,62,126,83,
1980,1980-07-24,52,54,106,76,
1980,1980-07-25,12,12,24,20,
1980,1980-07-26,15,16,31,26,
1980,1980-07-27,207,193,400,79,
1980,1980-07-28,44,44,88,66,
1980,1980-07-29,57,58,115,61,
1980,1980-07-30,13,12,25,21,
1980,1980-07-31,57,60,117,83,
1980,1980-08-01,74,85,159,106,
1980,1980-08-02,60,56,116,83,
1980,1980-08-03,230,250,480,87,
1980,1980-08-04,3,6,9,8,
1980,1980-08-05,54,53,107,77,
1980,1980-08-06,35,36,71,47,
1980,1980-08-07,5,4,9,9,
1980,1980-08-08,11,6,17,16,
1980,1980-08-09,73,83,156,89,
1980,1980-08-10,34,33,67,42,
1980,1980-08-11,7,8,15,13,
1980,1980-08-12,72,71,143,91,
1980,1980-08-13,12,10,22,13,
1980,1980-08-14,42,35,77,58,
1980,1980-08-15,43,41,84,68,
1980,1980-08-16,5,7,12,10,
1980,1980-08-17,23,23,46,33,
1980,1980-08-18,52,51,103,68,
1980,1980-08-19,54,52,106,72,
1980,1980-08-20,41,39,80,53,
1980,1980-08-21,20,23,43,37,
1980,1980-08-22,59,65,124,61,
1980,1980-08-23,194,187,381,117,
1980,1980-08-24,147,148,295,77,
1980,1980-08-25,3,3,6,6,
1980,1980-08-26,30,29,59,49,
1980,1980-08-27,5,5,10,10,
1980,1980-08-28,9,9,18,17,
1980,1980-08-29,11,10,21,17,
1980,1980-08-30,29,29,58,40,
1980,1980-08-31,31,35,66,35,
1980,1980-09-01,40,37,77,56,
1980,1980-09-02,20,18,38,31,
1980,1980-09-03,15,15,30,23,
1980,1980-09-04,3,3,6,6,
1980,1980-09-05,34,35,69,57,
1980,1980-09-06,156,154,310,88,
1980,1980-09-07,22,22,44,24,
1980,1980-09-08,12,12,24,23,
1980,1980-09-09,0,0,0,0,
1980,1980-09-10,11,11,22,20,
1980,1980-09-11,1,1,2,2,
1980,1980-09-12,1,1,2,2,
1980,1980-09-13,48,42,90,56,
1980,1980-09-14,8,8,16,12,
1980,1980-09-15,1,1,2,2,
1980,1980-09-16,1,1,2,2,
1980,1980-09-17,4,4,8,8,
1980,1980-09-18,1,2,3,3,
1980,1980-09-19,10,10,20,20,
1980,1980-09-20,29,28,57,46,
1980,1980-09-21,40,40,80,30,
1980,1980-09-22,1,1,2,2,
1980,1980-09-23,9,9,18,18,
1980,1980-09-24,9,9,18,15,
1980,1980-09-25,2,2,4,3,
1980,1980-09-26,7,5,12,11,
1980,1980-09-27,28,31,59,46,
1980,1980-09-28,11,10,21,18,
1980,1980-09-29,5,5,10,10,
1980,1980-09-30,4,4,8,6,
1980,1980-10-04,13,11,24,21,
1980,1980-10-05,35,39,74,34,
1980,1980-10-11,2,2,4,4,
1980,1980-10-12,10,11,21,16,
1980,1980-10-18,1,1,2,2,
1980,1980-10-19,3,4,7,6,
1980,1980-10-25,0,0,0,0,
1980,1980-10-26,0,0,0,0,
1981,1981-04-27,6,9,15,15,
1981,1981-04-28,0,0,0,0,
1981,1981-04-29,1,1,2,2,
1981,1981-04-30,2,2,4,4,
1981,1981-05-01,0,0,0,0,
1981,1981-05-02,59,49,108,73,
1981,1981-05-03,14,15,29,25,
1981,1981-05-04,1,1,2,5,
1981,1981-05-05,1,1,2,4,
1981,1981-05-06,1,1,2,4,
1981,1981-05-07,11,9,20,18,
1981,1981-05-08,2,2,4,4,
1981,1981-05-09,51,53,104,58,
1981,1981-05-10,0,0,0,2,
1981,1981-05-11,4,3,7,6,
1981,1981-05-12,8,8,16,16,
1981,1981-05-13,8,8,16,15,
1981,1981-05-14,3,4,7,7,
1981,1981-05-15,36,32,68,51,
1981,1981-05-16,140,136,276,72,
1981,1981-05-17,22,24,46,29,
1981,1981-05-18,3,3,6,6,
1981,1981-05-19,16,15,31,21,
1981,1981-05-20,49,49,98,56,
1981,1981-05-21,42,40,82,56,
1981,1981-05-22,14,13,27,26,
1981,1981-05-23,28,31,59,44,
1981,1981-05-24,81,64,145,47,
1981,1981-05-25,102,101,203,79,
1981,1981-05-26,10,12,22,20,
1981,1981-05-27,23,22,45,32,
1981,1981-05-28,11,11,22,20,
1981,1981-05-29,21,22,43,36,
1981,1981-05-30,102,101,203,83,
1981,1981-05-31,214,213,427,80,
1981,1981-06-01,22,25,47,37,
1981,1981-06-02,14,16,30,28,
1981,1981-06-03,14,14,28,21,
1981,1981-06-04,29,31,60,53,
1981,1981-06-05,63,55,118,75,
1981,1981-06-06,192,174,366,115,
1981,1981-06-07,107,121,228,67,
1981,1981-06-08,6,6,12,12,
1981,1981-06-09,15,15,30,16,
1981,1981-06-10,30,30,60,41,
1981,1981-06-11,34,33,67,50,
1981,1981-06-12,81,70,151,87,
1981,1981-06-13,122,115,237,94,
1981,1981-06-14,77,89,166,62,
1981,1981-06-15,5,5,10,10,
1981,1981-06-16,6,7,13,13,
1981,1981-06-17,27,28,55,41,
1981,1981-06-18,25,22,47,43,
1981,1981-06-19,79,81,160,91,
1981,1981-06-20,43,41,84,60,
1981,1981-06-21,90,84,174,58,
1981,1981-06-22,14,14,28,23,
1981,1981-06-23,30,30,60,46,
1981,1981-06-24,15,15,30,22,
1981,1981-06-25,34,33,67,52,
1981,1981-06-26,89,83,172,101,
1981,1981-06-27,208,190,398,106,
1981,1981-06-28,50,56,106,65,
1981,1981-06-29,11,12,23,22,
1981,1981-06-30,43,44,87,63,
1981,1981-07-01,71,68,139,67,
1981,1981-07-02,55,55,110,78,
1981,1981-07-03,180,181,361,121,
1981,1981-07-04,281,257,538,130,
1981,1981-07-05,229,231,460,110,
1981,1981-07-06,141,139,280,86,
1981,1981-07-07,65,61,126,66,
1981,1981-07-08,51,50,101,79,
1981,1981-07-09,69,74,143,91,
1981,1981-07-10,128,128,256,114,
1981,1981-07-11,49,42,91,67,
1981,1981-07-12,170,170,340,115,
1981,1981-07-13,47,44,91,70,
1981,1981-07-14,13,13,26,25,
1981,1981-07-15,5,5,10,8,
1981,1981-07-16,50,52,102,75,
1981,1981-07-17,39,42,81,67,
1981,1981-07-18,100,97,197,99,
1981,1981-07-19,166,179,345,103,
1981,1981-07-20,20,20,40,33,
1981,1981-07-21,17,26,43,29,
1981,1981-07-22,48,48,96,57,
1981,1981-07-23,9,11,20,17,
1981,1981-07-24,71,61,132,93,
1981,1981-07-25,95,100,195,97,
1981,1981-07-26,77,61,138,77,
1981,1981-07-27,6,6,12,11,
1981,1981-07-28,12,12,24,24,
1981,1981-07-29,70,71,141,65,
1981,1981-07-30,45,44,89,71,
1981,1981-07-31,83,80,163,95,
1981,1981-08-01,219,180,399,110,
1981,1981-08-02,17,27,44,31,
1981,1981-08-03,49,48,97,77,
1981,1981-08-04,33,33,66,58,
1981,1981-08-05,10,10,20,20,
1981,1981-08-06,35,35,70,54,
1981,1981-08-07,12,12,24,21,
1981,1981-08-08,138,136,274,105,
1981,1981-08-09,202,184,386,96,
1981,1981-08-10,35,33,68,53,
1981,1981-08-11,43,49,92,66,
1981,1981-08-12,56,56,112,58,
1981,1981-08-13,62,62,124,73,
1981,1981-08-14,4,5,9,8,
1981,1981-08-15,135,124,259,106,
1981,1981-08-16,60,65,125,64,
1981,1981-08-17,67,65,132,82,
1981,1981-08-18,76,77,153,95,
1981,1981-08-19,89,89,178,75,
1981,1981-08-20,78,80,158,101,
1981,1981-08-21,99,100,199,107,
1981,1981-08-22,168,165,333,107,
1981,1981-08-23,171,173,344,101,
1981,1981-08-24,17,12,29,25,
1981,1981-08-25,8,9,17,16,
1981,1981-08-26,8,8,16,16,
1981,1981-08-27,9,7,16,16,
1981,1981-08-28,8,10,18,14,
1981,1981-08-29,0,0,0,0,NO SHEET
1981,1981-08-30,183,182,365,100,
1981,1981-08-31,3,7,10,8,
1981,1981-09-01,4,2,6,5,
1981,1981-09-02,19,19,38,31,
1981,1981-09-03,18,17,35,32,
1981,1981-09-04,34,31,65,55,
1981,1981-09-05,42,43,85,66,
1981,1981-09-06,135,148,283,99,
1981,1981-09-07,11,13,24,24,
1981,1981-09-08,16,16,32,22,
1981,1981-09-09,31,33,64,47,
1981,1981-09-10,27,27,54,44,
1981,1981-09-11,138,132,270,91,
1981,1981-09-12,161,161,322,85,
1981,1981-09-13,10,8,18,18,
1981,1981-09-14,6,3,9,8,
1981,1981-09-15,3,3,6,6,
1981,1981-09-16,2,2,4,4,
1981,1981-09-17,2,2,4,3,
1981,1981-09-18,4,4,8,8,
1981,1981-09-19,30,31,61,46,
1981,1981-09-20,70,71,141,55,
1981,1981-09-21,0,0,0,0,
1981,1981-09-22,3,3,6,6,
1981,1981-09-23,6,4,10,8,
1981,1981-09-24,1,1,2,2,
1981,1981-09-25,1,1,2,2,
1981,1981-09-26,2,2,4,4,
1981,1981-09-27,,,0,,CLOSED
1982,1982-04-29,5,3,8,7,
1982,1982-04-30,5,6,11,11,
1982,1982-05-01,103,119,222,92,
1982,1982-05-02,154,173,327,87,
1982,1982-05-03,13,16,29,24,
1982,1982-05-04,12,12,24,23,
1982,1982-05-05,2,3,5,5,
1982,1982-05-06,0,0,0,0,
1982,1982-05-07,7,7,14,14,
1982,1982-05-08,76,83,159,87,
1982,1982-05-09,71,67,138,69,
1982,1982-05-10,8,8,16,15,
1982,1982-05-11,7,7,14,14,
1982,1982-05-12,7,6,13,13,
1982,1982-05-13,11,10,21,20,
1982,1982-05-14,34,34,68,53,
1982,1982-05-15,109,109,218,69,
1982,1982-05-16,179,187,366,85,
1982,1982-05-17,10,9,19,18,
1982,1982-05-18,4,4,8,8,
1982,1982-05-19,4,5,9,8,
1982,1982-05-20,5,3,8,8,
1982,1982-05-21,0,0,0,0,
1982,1982-05-22,8,10,18,18,
1982,1982-05-23,14,13,27,25,
1982,1982-05-24,6,5,11,10,
1982,1982-05-25,3,3,6,5,
1982,1982-05-26,0,2,2,2,
1982,1982-05-27,1,1,2,2,
1982,1982-05-28,19,27,46,38,
1982,1982-05-29,29,33,62,43,
1982,1982-05-30,202,221,423,96,
1982,1982-05-31,34,38,72,47,
1982,1982-06-01,13,17,30,29,
1982,1982-06-02,30,31,61,54,
1982,1982-06-03,9,10,19,19,
1982,1982-06-04,42,43,85,64,
1982,1982-06-05,177,186,363,99,
1982,1982-06-06,46,49,95,64,
1982,1982-06-07,36,31,67,50,
1982,1982-06-08,63,67,130,81,
1982,1982-06-09,4,7,11,11,
1982,1982-06-10,19,16,35,31,
1982,1982-06-11,66,80,146,80,
1982,1982-06-12,206,179,385,103,
1982,1982-06-13,174,187,361,86,
1982,1982-06-14,26,28,54,45,
1982,1982-06-15,0,0,0,0,
1982,1982-06-16,55,48,103,72,
1982,1982-06-17,14,15,29,32,
1982,1982-06-18,5,5,10,10,
1982,1982-06-19,96,107,203,91,
1982,1982-06-20,50,56,106,58,
1982,1982-06-21,21,18,39,32,
1982,1982-06-22,55,60,115,61,
1982,1982-06-23,64,69,133,78,
1982,1982-06-24,21,21,42,36,
1982,1982-06-25,7,6,13,13,
1982,1982-06-26,149,156,305,116,
1982,1982-06-27,143,157,300,101,
1982,1982-06-28,72,65,137,55,
1982,1982-06-29,7,7,14,13,
1982,1982-06-30,69,60,129,95,
1982,1982-07-01,99,84,183,98,
1982,1982-07-02,42,35,77,56,
1982,1982-07-03,103,108,211,88,
1982,1982-07-04,317,367,684,127,
1982,1982-07-05,183,190,373,86,
1982,1982-07-06,8,7,15,15,
1982,1982-07-07,50,59,109,86,
1982,1982-07-08,98,87,185,98,
1982,1982-07-09,47,40,87,79,
1982,1982-07-10,33,24,57,44,
1982,1982-07-11,52,62,114,71,
1982,1982-07-12,85,80,165,83,
1982,1982-07-13,70,66,136,75,
1982,1982-07-14,71,66,137,93,
1982,1982-07-15,15,19,34,28,
1982,1982-07-16,49,42,91,73,
1982,1982-07-17,189,199,388,133,
1982,1982-07-18,108,126,234,86,
1982,1982-07-19,61,61,122,71,
1982,1982-07-20,78,79,157,75,
1982,1982-07-21,23,21,44,35,
1982,1982-07-22,51,44,95,67,
1982,1982-07-23,131,134,265,118,
1982,1982-07-24,205,212,417,115,
1982,1982-07-25,206,210,416,112,
1982,1982-07-26,29,29,58,44,
1982,1982-07-27,12,12,24,19,
1982,1982-07-28,58,66,124,79,
1982,1982-07-29,37,38,75,56,
1982,1982-07-30,3,1,4,4,
1982,1982-07-31,125,120,245,82,
1982,1982-08-01,161,161,322,95,
1982,1982-08-02,28,28,56,36,
1982,1982-08-03,42,42,84,41,
1982,1982-08-04,24,25,49,34,
1982,1982-08-05,7,10,17,19,
1982,1982-08-06,59,57,116,71,
1982,1982-08-07,140,135,275,95,
1982,1982-08-08,168,179,347,107,
1982,1982-08-09,6,6,12,12,
1982,1982-08-10,22,22,44,37,
1982,1982-08-11,43,48,91,76,
1982,1982-08-12,56,63,119,85,
1982,1982-08-13,74,74,148,104,
1982,1982-08-14,89,97,186,94,
1982,1982-08-15,193,185,378,102,
1982,1982-08-16,55,51,106,81,
1982,1982-08-17,78,81,159,98,
1982,1982-08-18,48,51,99,89,
1982,1982-08-19,17,16,33,34,
1982,1982-08-20,54,60,114,85,
1982,1982-08-21,206,198,404,114,
1982,1982-08-22,22,31,53,47,
1982,1982-08-23,24,27,51,40,
1982,1982-08-24,6,4,10,8,
1982,1982-08-25,43,35,78,65,
1982,1982-08-26,17,19,36,36,
1982,1982-08-27,15,9,24,36,
1982,1982-08-28,82,93,175,95,
1982,1982-08-29,12,11,23,22,
1982,1982-08-30,12,8,20,17,
1982,1982-08-31,2,2,4,4,
1982,1982-09-01,2,2,4,4,
1982,1982-09-02,4,8,12,8,
1982,1982-09-03,17,19,36,32,
1982,1982-09-04,184,157,341,110,
1982,1982-09-05,72,76,148,82,
1982,1982-09-06,8,17,25,21,
1982,1982-09-07,9,9,18,16,
1982,1982-09-08,13,15,28,23,
1982,1982-09-09,28,30,58,38,
1982,1982-09-10,5,4,9,8,
1982,1982-09-11,98,103,201,90,
1982,1982-09-12,14,16,30,26,
1982,1982-09-13,1,1,2,2,
1982,1982-09-14,1,1,2,2,
1982,1982-09-15,2,2,4,4,
1982,1982-09-16,6,6,12,11,
1982,1982-09-17,1,1,2,2,
1982,1982-09-18,30,30,60,39,
1982,1982-09-19,26,27,53,36,
1982,1982-09-25,3,3,6,6,
1982,1982-09-26,24,21,45,37,
1982,1982-10-02,19,17,36,25,
1982,1982-10-03,69,72,141,64,
1982,1982-10-09,3,3,6,6,
1982,1982-10-10,5,3,8,8,
1982,1982-10-16,5,5,10,10,
1982,1982-10-17,5,5,10,10,
1982,1982-10-22,4,4,8,8,
1982,1982-10-23,8,6,14,14,
1982,1982-10-31,2,3,5,5,
1983,1983-05-14,4,6,10,10,
1983,1983-05-15,53,54,107,69,
1983,1983-05-16,4,4,8,8,
1983,1983-05-17,3,3,6,6,
1983,1983-05-18,4,2,6,5,
1983,1983-05-19,6,6,12,11,
1983,1983-05-20,10,11,21,18,
1983,1983-05-21,96,93,189,97,
1983,1983-05-22,23,22,45,35,
1983,1983-05-23,10,9,19,17,
1983,1983-05-24,8,8,16,14,
1983,1983-05-25,9,7,16,11,
1983,1983-05-26,19,19,38,31,
1983,1983-05-27,3,4,7,7,
1983,1983-05-28,150,146,296,89,
1983,1983-05-29,13,20,33,27,
1983,1983-05-30,6,8,14,14,
1983,1983-05-31,1,1,2,2,
1983,1983-06-01,44,41,85,63,
1983,1983-06-02,3,3,6,6,
1983,1983-06-03,10,9,19,18,
1983,1983-06-04,137,146,283,104,
1983,1983-06-05,117,121,238,86,
1983,1983-06-06,22,22,44,37,
1983,1983-06-07,48,48,96,55,
1983,1983-06-08,39,38,77,58,
1983,1983-06-09,70,65,135,66,
1983,1983-06-10,101,99,200,96,
1983,1983-06-11,222,212,434,118,
1983,1983-06-12,165,173,338,99,
1983,1983-06-13,33,34,67,55,
1983,1983-06-14,5,5,10,10,
1983,1983-06-15,21,21,42,31,
1983,1983-06-16,49,50,99,52,
1983,1983-06-17,96,93,189,101,
1983,1983-06-18,88,84,172,103,
1983,1983-06-19,198,197,395,92,
1983,1983-06-20,42,40,82,66,
1983,1983-06-21,80,77,157,65,
1983,1983-06-22,100,104,204,108,
1983,1983-06-23,80,78,158,67,
1983,1983-06-24,201,125,326,142,
1983,1983-06-25,260,261,521,165,
1983,1983-06-26,218,218,436,121,
1983,1983-06-27,3,3,6,5,
1983,1983-06-28,4,4,8,8,
1983,1983-06-29,7,7,14,12,
1983,1983-06-30,27,28,55,40,
1983,1983-07-01,52,52,104,77,
1983,1983-07-02,97,97,194,113,
1983,1983-07-03,56,62,118,73,
1983,1983-07-04,183,180,363,136,
1983,1983-07-05,30,30,60,47,
1983,1983-07-06,65,65,130,84,
1983,1983-07-07,80,78,158,72,
1983,1983-07-08,94,94,188,113,
1983,1983-07-09,241,225,466,125,
1983,1983-07-10,261,263,524,123,
1983,1983-07-11,57,56,113,81,
1983,1983-07-12,83,85,168,79,
1983,1983-07-13,79,78,157,93,
1983,1983-07-14,70,71,141,75,
1983,1983-07-15,97,101,198,107,
1983,1983-07-16,186,186,372,111,
1983,1983-07-17,240,247,487,112,
1983,1983-07-18,24,26,50,42,
1983,1983-07-19,50,50,100,61,
1983,1983-07-20,49,48,97,65,
1983,1983-07-21,57,55,112,66,
1983,1983-07-22,72,77,149,109,
1983,1983-07-23,182,173,355,131,
1983,1983-07-24,228,224,452,114,
1983,1983-07-25,39,35,74,66,
1983,1983-07-26,65,65,130,63,
1983,1983-07-27,44,45,89,72,
1983,1983-07-28,25,26,51,36,
1983,1983-07-29,68,68,136,88,
1983,1983-07-30,225,221,446,128,
1983,1983-07-31,172,195,367,109,
1983,1983-08-01,32,31,63,49,
1983,1983-08-02,74,77,151,72,
1983,1983-08-03,23,20,43,41,
1983,1983-08-04,27,27,54,43,
1983,1983-08-05,90,87,177,104,
1983,1983-08-06,204,186,390,121,
1983,1983-08-07,236,236,472,113,
1983,1983-08-08,45,43,88,72,
1983,1983-08-09,67,68,135,75,
1983,1983-08-10,10,11,21,18,
1983,1983-08-11,10,10,20,18,
1983,1983-08-12,96,95,191,109,
1983,1983-08-13,200,202,402,110,
1983,1983-08-14,183,181,364,111,
1983,1983-08-15,41,41,82,62,
1983,1983-08-16,61,60,121,66,
1983,1983-08-17,26,29,55,45,
1983,1983-08-18,48,48,96,61,
1983,1983-08-19,81,79,160,113,
1983,1983-08-20,243,209,452,268,
1983,1983-08-21,69,73,142,86,
1983,1983-08-22,21,23,44,49,
1983,1983-08-23,51,51,102,59,
1983,1983-08-24,30,33,63,56,
1983,1983-08-25,16,16,32,25,
1983,1983-08-26,26,22,48,50,
1983,1983-08-27,52,48,100,59,
1983,1983-08-28,200,195,395,104,
1983,1983-08-29,20,20,40,33,
1983,1983-08-30,12,12,24,21,
1983,1983-08-31,40,35,75,66,
1983,1983-09-01,37,39,76,59,
1983,1983-09-02,66,58,124,92,
1983,1983-09-03,239,239,478,114,
1983,1983-09-04,258,238,496,121,
1983,1983-09-05,22,23,45,38,
1983,1983-09-06,6,5,11,11,
1983,1983-09-07,18,17,35,34,
1983,1983-09-08,21,18,39,34,
1983,1983-09-09,12,7,19,16,
1983,1983-09-10,26,25,51,40,
1983,1983-09-11,120,116,236,90,
1983,1983-09-12,5,5,10,10,
1983,1983-09-13,5,6,11,11,
1983,1983-09-14,4,3,7,7,
1983,1983-09-15,1,3,4,4,
1983,1983-09-16,2,1,3,3,
1983,1983-09-17,19,17,36,30,
1983,1983-09-18,30,28,58,44,
1983,1983-09-19,3,4,7,7,
1983,1983-09-20,0,0,0,0,NO SHEET
1983,1983-09-21,0,0,0,0,NO SHEET
1983,1983-09-22,1,1,2,2,
1983,1983-09-23,5,5,10,10,
1983,1983-09-24,21,21,42,22,
1983,1983-09-25,8,8,16,15,
1983,1983-09-26,2,2,4,4,
1983,1983-09-27,20,16,36,32,
1983,1983-09-28,21,32,53,52,
1983,1983-09-29,19,15,34,30,
1983,1983-09-30,26,25,51,42,
1983,1983-10-01,114,109,223,56,
1983,1983-10-02,78,76,154,56,
1983,1983-10-08,1,2,3,2,
1983,1983-10-09,19,18,37,31,
1983,1983-10-15,4,3,7,7,
1983,1983-10-16,13,11,24,20,
1983,1983-10-22,2,0,2,2,
1983,1983-10-23,1,1,2,2,
1983,1983-10-29,8,7,15,14,
1983,1983-10-30,9,9,18,16,
1984,1984-04-28,2,3,5,4,
1984,1984-04-29,4,3,7,7,
1984,1984-05-01,0,1,1,1,
1984,1984-05-02,2,2,4,4,
1984,1984-05-03,0,0,0,0,NO SHEET
1984,1984-05-04,8,7,15,13,
1984,1984-05-05,44,56,100,69,
1984,1984-05-06,73,74,147,71,
1984,1984-05-07,1,1,2,2,
1984,1984-05-08,0,0,0,0,
1984,1984-05-09,4,3,7,6,
1984,1984-05-10,2,5,7,7,
1984,1984-05-11,10,11,21,19,
1984,1984-05-12,113,102,215,81,
1984,1984-05-13,26,27,53,43,
1984,1984-05-14,14,12,26,25,
1984,1984-05-15,25,27,52,40,
1984,1984-05-16,31,28,59,47,
1984,1984-05-17,10,11,21,21,
1984,1984-05-18,22,19,41,35,
1984,1984-05-19,84,85,169,91,
1984,1984-05-20,188,188,376,96,
1984,1984-05-21,14,15,29,26,
1984,1984-05-22,8,8,16,4,
1984,1984-05-23,28,30,58,35,
1984,1984-05-24,4,3,7,7,
1984,1984-05-25,4,4,8,8,
1984,1984-05-26,67,68,135,59,
1984,1984-05-27,42,41,83,38,
1984,1984-05-28,1,3,4,4,
1984,1984-05-29,4,5,9,8,
1984,1984-05-30,25,23,48,53,
1984,1984-05-31,37,33,70,52,
1984,1984-06-01,90,94,184,114,
1984,1984-06-02,58,57,115,68,
1984,1984-06-03,231,234,465,112,
1984,1984-06-04,34,36,70,60,
1984,1984-06-05,14,14,28,22,
1984,1984-06-06,13,11,24,21,
1984,1984-06-07,12,12,24,23,
1984,1984-06-08,21,19,40,39,
1984,1984-06-09,9,8,17,9,
1984,1984-06-10,44,52,96,78,
1984,1984-06-11,63,71,134,86,
1984,1984-06-12,17,17,34,28,
1984,1984-06-13,44,42,86,70,
1984,1984-06-14,74,74,148,71,
1984,1984-06-15,42,37,79,65,
1984,1984-06-16,57,70,127,90,
1984,1984-06-17,75,76,151,80,
1984,1984-06-18,40,36,76,61,
1984,1984-06-19,115,123,238,90,
1984,1984-06-20,75,81,156,116,
1984,1984-06-21,64,66,130,68,
1984,1984-06-22,26,20,46,46,
1984,1984-06-23,127,127,254,108,
1984,1984-06-24,156,160,316,127,
1984,1984-06-25,103,94,197,121,
1984,1984-06-26,31,31,62,50,
1984,1984-06-27,24,21,45,39,
1984,1984-06-28,80,75,155,83,
1984,1984-06-29,43,45,88,79,
1984,1984-06-30,180,181,361,130,
1984,1984-07-01,157,158,315,87,
1984,1984-07-02,63,56,119,,LOCKINGS NO DATA
1984,1984-07-03,50,50,100,66,
1984,1984-07-04,316,335,651,150,HOLIDAY
1984,1984-07-05,26,26,52,41,
1984,1984-07-06,20,22,42,39,
1984,1984-07-07,190,195,385,124,
1984,1984-07-08,39,40,79,73,
1984,1984-07-09,28,25,53,52,
1984,1984-07-10,9,9,18,16,
1984,1984-07-11,99,90,189,109,
1984,1984-07-12,116,117,233,85,
